標題,來源,日期,網址
《台北股市》個股動態：宏捷科、上緯投控、橘子,Yahoo奇摩股市,2020年12月3日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E5%80%8B%E8%82%A1%E5%8B%95%E6%85%8B-%E5%AE%8F%E6%8D%B7%E7%A7%91-%E4%B8%8A%E7%B7%AF%E6%8A%95%E6%8E%A7-%E6%A9%98%E5%AD%90-000754936.html
《台北股市》電子回神台股漲百點 貢獻點數前10、電子達9檔,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E9%9B%BB%E5%AD%90%E5%9B%9E%E7%A5%9E%E5%8F%B0%E8%82%A1%E6%BC%B2%E7%99%BE%E9%BB%9E-%E8%B2%A2%E7%8D%BB%E9%BB%9E%E6%95%B8%E5%89%8D10-%E9%9B%BB%E5%AD%90%E9%81%949%E6%AA%94-033229857.html
ASIC廠11月營收 創意、智原較去年同期衰退,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/asic%E5%BB%A011%E6%9C%88%E7%87%9F%E6%94%B6-%E5%89%B5%E6%84%8F-%E6%99%BA%E5%8E%9F%E8%BC%83%E5%8E%BB%E5%B9%B4%E5%90%8C%E6%9C%9F%E8%A1%B0%E9%80%80-113350463.html
【公告】台船召開法人說明會,Yahoo奇摩股市,2020年12月2日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8F%B0%E8%88%B9%E5%8F%AC%E9%96%8B%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83-090035160.html
【公告】揚秦股票初次上櫃前現金增資發行新股承銷價格,Yahoo奇摩股市,2020年12月3日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E6%8F%9A%E7%A7%A6%E8%82%A1%E7%A5%A8%E5%88%9D%E6%AC%A1%E4%B8%8A%E6%AB%83%E5%89%8D%E7%8F%BE%E9%87%91%E5%A2%9E%E8%B3%87%E7%99%BC%E8%A1%8C%E6%96%B0%E8%82%A1%E6%89%BF%E9%8A%B7%E5%83%B9%E6%A0%BC-092455064.html
〈矽格法說〉5G、無線網通晶片測試需求強 明年營收估增雙位數再創高,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E7%9F%BD%E6%A0%BC%E6%B3%95%E8%AA%AA-5g-%E7%84%A1%E7%B7%9A%E7%B6%B2%E9%80%9A%E6%99%B6%E7%89%87%E6%B8%AC%E8%A9%A6%E9%9C%80%E6%B1%82%E5%BC%B7-%E6%98%8E%E5%B9%B4%E7%87%9F%E6%94%B6%E4%BC%B0%E5%A2%9E%E9%9B%99%E4%BD%8D%E6%95%B8%E5%86%8D%E5%89%B5%E9%AB%98-080920633.html
【公告】新華普通股股票12月1日起恢復買賣,Yahoo奇摩股市,2020年12月2日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E6%96%B0%E8%8F%AF%E6%99%AE%E9%80%9A%E8%82%A1%E8%82%A1%E7%A5%A812%E6%9C%881%E6%97%A5%E8%B5%B7%E6%81%A2%E5%BE%A9%E8%B2%B7%E8%B3%A3-120248170.html
總市值12.45億!蔡宏圖轉讓3子各萬張股票,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/video/%E7%B8%BD%E5%B8%82%E5%80%BC12-45%E5%84%84-%E8%94%A1%E5%AE%8F%E5%9C%96%E8%BD%89%E8%AE%933%E5%AD%90%E5%90%84%E8%90%AC%E5%BC%B5%E8%82%A1%E7%A5%A8-075350132.html
柯失言牽拖里長 挨轟無能,Yahoo奇摩股市,2020年12月5日,https://tw.stock.yahoo.com/news/%E6%9F%AF%E5%A4%B1%E8%A8%80%E7%89%BD%E6%8B%96%E9%87%8C%E9%95%B7-%E6%8C%A8%E8%BD%9F%E7%84%A1%E8%83%BD-201000549.html?bcmt=1
【公告】華矽公司股票現金減資換發無實體,Yahoo奇摩股市,2020年12月2日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%8F%AF%E7%9F%BD%E5%85%AC%E5%8F%B8%E8%82%A1%E7%A5%A8%E7%8F%BE%E9%87%91%E6%B8%9B%E8%B3%87%E6%8F%9B%E7%99%BC%E7%84%A1%E5%AF%A6%E9%AB%94-044316688.html
新冠疫苗傳捷報！黃金失血暴跌近百美元,Yahoo奇摩股市,2020年11月9日,https://tw.stock.yahoo.com/video/%E6%96%B0%E5%86%A0%E7%96%AB%E8%8B%97%E5%82%B3%E6%8D%B7%E5%A0%B1-%E9%BB%83%E9%87%91%E5%A4%B1%E8%A1%80%E6%9A%B4%E8%B7%8C%E8%BF%91%E7%99%BE%E7%BE%8E%E5%85%83-090449413.html
《台北股市》台股會衝向萬五？黃天牧四字看待,Yahoo奇摩股市,2020年11月9日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E5%8F%B0%E8%82%A1%E6%9C%83%E8%A1%9D%E5%90%91%E8%90%AC%E4%BA%94-%E9%BB%83%E5%A4%A9%E7%89%A7%E5%9B%9B%E5%AD%97%E7%9C%8B%E5%BE%85-081457054.html
〈台股盤後〉權值股帶頭衝新高13262.19點 高價股遭逢高調節,Yahoo奇摩股市,2020年11月9日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E7%9B%A4%E5%BE%8C-%E6%AC%8A%E5%80%BC%E8%82%A1%E5%B8%B6%E9%A0%AD%E8%A1%9D%E6%96%B0%E9%AB%9813262-19%E9%BB%9E-%E9%AB%98%E5%83%B9%E8%82%A1%E9%81%AD%E9%80%A2%E9%AB%98%E8%AA%BF%E7%AF%80-062648075.html
《大陸股市》創業板午收漲0.57% 汽車股活躍,Yahoo奇摩股市,2020年11月18日,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E8%82%A1%E5%B8%82-%E5%89%B5%E6%A5%AD%E6%9D%BF%E5%8D%88%E6%94%B6%E6%BC%B20-57-%E6%B1%BD%E8%BB%8A%E8%82%A1%E6%B4%BB%E8%BA%8D-043101588.html
《日股》睽違29年 日經站上25000點,Yahoo奇摩股市,2020年11月9日,https://tw.stock.yahoo.com/news/%E6%97%A5%E8%82%A1-%E7%9D%BD%E9%81%9529%E5%B9%B4-%E6%97%A5%E7%B6%93%E7%AB%99%E4%B8%8A25000%E9%BB%9E-005706433.html
